date,tau,m,IV
2022-01-03,0.0273972602739726,-0.5108256237659907,0.3398548578561236
2022-01-03,0.0273972602739726,-0.2231435513142097,0.2652389414559817
2022-01-03,0.0273972602739726,-0.10536051565782628,0.2527328167149536
2022-01-03,0.0273972602739726,-0.05129329438755058,0.25050243242372394
2022-01-03,0.0273972602739726,-0.025317807984289897,0.25021641952150747
2022-01-03,0.0273972602739726,0.0,0.2504282890813281
2022-01-03,0.0273972602739726,0.024692612590371414,0.2511014835890113
2022-01-03,0.0273972602739726,0.04879016416943205,0.25220265868499286
2022-01-03,0.0273972602739726,0.09531017980432493,0.2555696284013194
2022-01-03,0.0273972602739726,0.1823215567939546,0.26625694916183545
2022-01-03,0.0273972602739726,0.26236426446749106,0.2811402443786953
2022-01-03,0.0273972602739726,0.4054651081081644,0.3198130300532228
2022-01-03,0.0273972602739726,0.5596157879354227,0.3787839890808354
2022-01-03,0.0273972602739726,0.6931471805599453,0.4443804915824059
2022-01-03,0.0821917808219178,-0.5108256237659907,0.3357329524599655
2022-01-03,0.0821917808219178,-0.2231435513142097,0.2603550213766009
2022-01-03,0.0821917808219178,-0.10536051565782628,0.24753691194413965
2022-01-03,0.0821917808219178,-0.05129329438755058,0.24516331394432578
2022-01-03,0.0821917808219178,-0.025317807984289897,0.2448084969561458
2022-01-03,0.0821917808219178,0.0,0.24495330449410796
2022-01-03,0.0821917808219178,0.024692612590371414,0.24556109300272902
2022-01-03,0.0821917808219178,0.04879016416943205,0.24659843830223954
2022-01-03,0.0821917808219178,0.09531017980432493,0.2498421854114866
2022-01-03,0.0821917808219178,0.1823215567939546,0.2602990297077988
2022-01-03,0.0821917808219178,0.26236426446749106,0.27497030713011095
2022-01-03,0.0821917808219178,0.4054651081081644,0.31326404609134684
2022-01-03,0.0821917808219178,0.5596157879354227,0.3718266895070201
2022-01-03,0.0821917808219178,0.6931471805599453,0.43706949293730724
2022-01-03,0.1643835616438356,-0.5108256237659907,0.3298245684736185
2022-01-03,0.1643835616438356,-0.2231435513142097,0.25330361536541984
2022-01-03,0.1643835616438356,-0.10536051565782628,0.240017528895809
2022-01-03,0.1643835616438356,-0.05129329438755058,0.23742911033311884
2022-01-03,0.1643835616438356,-0.025317807984289897,0.23697108721599355
2022-01-03,0.1643835616438356,0.0,0.23701530172116808
2022-01-03,0.1643835616438356,0.024692612590371414,0.23752498123119584
2022-01-03,0.1643835616438356,0.04879016416943205,0.23846658183599984
2022-01-03,0.1643835616438356,0.09531017980432493,0.24152549503462764
2022-01-03,0.1643835616438356,0.1823215567939546,0.25163662463463404
2022-01-03,0.1643835616438356,0.26236426446749106,0.26598987536512464
2022-01-03,0.1643835616438356,0.4054651081081644,0.30371504425642326
2022-01-03,0.1643835616438356,0.5596157879354227,0.3616652142541874
2022-01-03,0.1643835616438356,0.6931471805599453,0.4263774690775496
2022-01-03,0.2493150684931507,-0.5108256237659907,0.3240652587130737
2022-01-03,0.2493150684931507,-0.2231435513142097,0.24636318284587982
2022-01-03,0.2493150684931507,-0.10536051565782628,0.23259352010454765
2022-01-03,0.2493150684931507,-0.05129329438755058,0.22978312029355202
2022-01-03,0.2493150684931507,-0.025317807984289897,0.22921845084318326
2022-01-03,0.2493150684931507,0.0,0.22915871921447722
2022-01-03,0.2493150684931507,0.024692612590371414,0.22956701942595856
2022-01-03,0.2493150684931507,0.04879016416943205,0.23040968384623245
2022-01-03,0.2493150684931507,0.09531017980432493,0.23327760200388706
2022-01-03,0.2493150684931507,0.1823215567939546,0.2430314930843775
2022-01-03,0.2493150684931507,0.26236426446749106,0.25705611623331914
2022-01-03,0.2493150684931507,0.4054651081081644,0.29419376271901587
2022-01-03,0.2493150684931507,0.5596157879354227,0.351511043518274
2022-01-03,0.2493150684931507,0.6931471805599453,0.415675064781147
2022-01-03,0.33424657534246577,-0.5108256237659907,0.3186576417761056
2022-01-03,0.33424657534246577,-0.2231435513142097,0.23977444314991656
2022-01-03,0.33424657534246577,-0.10536051565782628,0.22552120413686302
2022-01-03,0.33424657534246577,-0.05129329438755058,0.22248882307756193
2022-01-03,0.33424657534246577,-0.025317807984289897,0.22181750729394972
2022-01-03,0.33424657534246577,0.0,0.2216538295313631
2022-01-03,0.33424657534246577,0.024692612590371414,0.22196075044429803
2022-01-03,0.33424657534246577,0.04879016416943205,0.22270447868004184
2022-01-03,0.33424657534246577,0.09531017980432493,0.22538140179672322
2022-01-03,0.33424657534246577,0.1823215567939546,0.23477805435769766
2022-01-03,0.33424657534246577,0.26236426446749106,0.24847404992509042
2022-01-03,0.33424657534246577,0.4054651081081644,0.2850241740051852
2022-01-03,0.33424657534246577,0.5596157879354227,0.3417085656059374
2022-01-03,0.33424657534246577,0.6931471805599453,0.4053243533083212
2022-01-03,0.41643835616438357,-0.5108256237659907,0.3137593225067949
2022-01-03,0.41643835616438357,-0.2231435513142097,0.23373310185577176
2022-01-03,0.41643835616438357,-0.10536051565782628,0.21901188580556857
2022-01-03,0.41643835616438357,-0.05129329438755058,0.2157646841833912
2022-01-03,0.41643835616438357,-0.025317807984289897,0.21499016227083373
2022-01-03,0.41643835616438357,0.0,0.21472589147545945
2022-01-03,0.41643835616438357,0.024692612590371414,0.21493470338980109
2022-01-03,0.41643835616438357,0.04879016416943205,0.21558268693083835
2022-01-03,0.41643835616438357,0.09531017980432493,0.21807477613690052
2022-01-03,0.41643835616438357,0.1823215567939546,0.22712571400156917
2022-01-03,0.41643835616438357,0.26236426446749106,0.24050368287714038
2022-01-03,0.41643835616438357,0.4054651081081644,0.27648523688729787
2022-01-03,0.41643835616438357,0.5596157879354227,0.33255715507014094
2022-01-03,0.41643835616438357,0.6931471805599453,0.39564239416559976
2022-01-03,0.4986301369863014,-0.5108256237659907,0.3091903721669525
2022-01-03,0.4986301369863014,-0.2231435513142097,0.22802112949109532
2022-01-03,0.4986301369863014,-0.10536051565782628,0.21283193640374246
2022-01-03,0.4986301369863014,-0.05129329438755058,0.20936991421868884
2022-01-03,0.4986301369863014,-0.025317807984289897,0.2084921861771861
2022-01-03,0.4986301369863014,0.0,0.20812732234902415
2022-01-03,0.4986301369863014,0.024692612590371414,0.20823802526477247
2022-01-03,0.4986301369863014,0.04879016416943205,0.20879026411110319
2022-01-03,0.4986301369863014,0.09531017980432493,0.21109751940654614
2022-01-03,0.4986301369863014,0.1823215567939546,0.219802742574909
2022-01-03,0.4986301369863014,0.26236426446749106,0.23286268475865865
2022-01-03,0.4986301369863014,0.4054651081081644,0.2682756686988788
2022-01-03,0.4986301369863014,0.5596157879354227,0.3237351134638129
2022-01-03,0.4986301369863014,0.6931471805599453,0.38628980395234663
2022-01-03,0.7479452054794521,-0.5108256237659907,0.2973460457374172
2022-01-03,0.7479452054794521,-0.2231435513142097,0.2127096362528967
2022-01-03,0.7479452054794521,-0.10536051565782628,0.1961009128195232
2022-01-03,0.7479452054794521,-0.05129329438755058,0.19198726826041157
2022-01-03,0.7479452054794521,-0.025317807984289897,0.19079648162777477
2022-01-03,0.7479452054794521,0.0,0.19012648560015694
2022-01-03,0.7479452054794521,0.024692612590371414,0.18993959122017223
2022-01-03,0.7479452054794521,0.04879016416943205,0.1902014044925598
2022-01-03,0.7479452054794521,0.09531017980432493,0.19194799692579106
2022-01-03,0.7479452054794521,0.1823215567939546,0.1996045521820264
2022-01-03,0.7479452054794521,0.26236426446749106,0.21169981340058402
2022-01-03,0.7479452054794521,0.4054651081081644,0.24538813479532762
2022-01-03,0.7479452054794521,0.5596157879354227,0.29898974352593755
2022-01-03,0.7479452054794521,0.6931471805599453,0.3599351032401321
2022-01-03,1.0,-0.5108256237659907,0.2884522592615508
2022-01-03,1.0,-0.2231435513142097,0.20031058223420586
2022-01-03,1.0,-0.10536051565782628,0.18226672922024
2022-01-03,1.0,-0.05129329438755058,0.17749430160164115
2022-01-03,1.0,-0.025317807984289897,0.17598701617357218
2022-01-03,1.0,0.0,0.17500853484540552
2022-01-03,1.0,0.024692612590371414,0.17452077286973472
2022-01-03,1.0,0.04879016416943205,0.17448896907835554
2022-01-03,1.0,0.09531017980432493,0.17566873751902118
2022-01-03,1.0,0.1823215567939546,0.18226510103991878
2022-01-03,1.0,0.26236426446749106,0.19338508040355698
2022-01-03,1.0,0.4054651081081644,0.22532978691715944
2022-01-03,1.0,0.5596157879354227,0.2770531438328483
2022-01-03,1.0,0.6931471805599453,0.3363714878191395
2022-01-03,1.4986301369863013,-0.5108256237659907,0.27998301270225756
2022-01-03,1.4986301369863013,-0.2231435513142097,0.18490700205758603
2022-01-03,1.4986301369863013,-0.10536051565782628,0.16402408835157878
2022-01-03,1.4986301369863013,-0.05129329438755058,0.15794841598486398
2022-01-03,1.4986301369863013,-0.025317807984289897,0.15581501337452694
2022-01-03,1.4986301369863013,0.0,0.1542262676474485
2022-01-03,1.4986301369863013,0.024692612590371414,0.15314331108031168
2022-01-03,1.4986301369863013,0.04879016416943205,0.15253065614104616
2022-01-03,1.4986301369863013,0.09531017980432493,0.15258909885728844
2022-01-03,1.4986301369863013,0.1823215567939546,0.15708812655393095
2022-01-03,1.4986301369863013,0.26236426446749106,0.16627874398718515
2022-01-03,1.4986301369863013,0.4054651081081644,0.19477412540983444
2022-01-03,1.4986301369863013,0.5596157879354227,0.24278181025687515
2022-01-03,1.4986301369863013,0.6931471805599453,0.29888149269448794
2022-01-03,2.0,-0.5108256237659907,0.2836895638455642
2022-01-03,2.0,-0.2231435513142097,0.18164111884940484
2022-01-03,2.0,-0.10536051565782628,0.15790354521678465
2022-01-03,2.0,-0.05129329438755058,0.1505174674165246
2022-01-03,2.0,-0.025317807984289897,0.14775450741962137
2022-01-03,2.0,0.0,0.1455521441925382
2022-01-03,2.0,0.024692612590371414,0.14387072273398227
2022-01-03,2.0,0.04879016416943205,0.1426740251570068
2022-01-03,2.0,0.09531017980432493,0.14160498101847183
2022-01-03,2.0,0.1823215567939546,0.14399514906764904
2022-01-03,2.0,0.26236426446749106,0.15124580368079177
2022-01-03,2.0,0.4054651081081644,0.17627290767682338
2022-01-03,2.0,0.5596157879354227,0.2205445046746189
2022-01-03,2.0,0.6931471805599453,0.2734078406099891
2022-01-04,0.0273972602739726,-0.5108256237659907,0.36176799165358753
2022-01-04,0.0273972602739726,-0.2231435513142097,0.2710987754225633
2022-01-04,0.0273972602739726,-0.10536051565782628,0.2501493983868945
2022-01-04,0.0273972602739726,-0.05129329438755058,0.24367925852295433
2022-01-04,0.0273972602739726,-0.025317807984289897,0.24127489931436688
2022-01-04,0.0273972602739726,0.0,0.23937118831399523
2022-01-04,0.0273972602739726,0.024692612590371414,0.23793267211873959
2022-01-04,0.0273972602739726,0.04879016416943205,0.2369269715610328
2022-01-04,0.0273972602739726,0.09531017980432493,0.2360979621445143
2022-01-04,0.0273972602739726,0.1823215567939546,0.2384819721870474
2022-01-04,0.0273972602739726,0.26236426446749106,0.24520318544265607
2022-01-04,0.0273972602739726,0.4054651081081644,0.2680329341291547
2022-01-04,0.0273972602739726,0.5596157879354227,0.308142617029729
2022-01-04,0.0273972602739726,0.6931471805599453,0.3558959924624927
